
(0-67 ARASI VERİLER) **** 1. derece yaklaştırma katsayıları ****
a0=-27526.3459972863 | a1=2775.3310719131614 | 
r değeri = 0.982985215495855

33.GÜN | Gerçek veri: 61049.0 , Yaklaşım verisi : 59607.9184527350
34.GÜN | Gerçek veri: 65111.0 , Yaklaşım verisi : 63457.2320171718
35.GÜN | Gerçek veri: 69392.0 , Yaklaşım verisi : 67324.6080331091
36.GÜN | Gerçek veri: 74193.0 , Yaklaşım verisi : 71200.3767352052
37.GÜN | Gerçek veri: 78546.0 , Yaklaşım verisi : 75074.8683581182
38.GÜN | Gerçek veri: 82329.0 , Yaklaşım verisi : 78938.4131365065
39.GÜN | Gerçek veri: 86306.0 , Yaklaşım verisi : 82781.3413050285
40.GÜN | Gerçek veri: 90980.0 , Yaklaşım verisi : 86593.9830983422
41.GÜN | Gerçek veri: 95591.0 , Yaklaşım verisi : 90366.6687511060
42.GÜN | Gerçek veri: 98674.0 , Yaklaşım verisi : 94089.7284979782
43.GÜN | Gerçek veri: 101790.0 , Yaklaşım verisi : 97753.4925736170
44.GÜN | Gerçek veri: 104912.0 , Yaklaşım verisi : 101348.291212681
45.GÜN | Gerçek veri: 107773.0 , Yaklaşım verisi : 104864.454649828
46.GÜN | Gerçek veri: 110130.0 , Yaklaşım verisi : 108292.313119716
47.GÜN | Gerçek veri: 112261.0 , Yaklaşım verisi : 111622.196857004
48.GÜN | Gerçek veri: 114653.0 , Yaklaşım verisi : 114844.436096350
49.GÜN | Gerçek veri: 117589.0 , Yaklaşım verisi : 117949.361072412
50.GÜN | Gerçek veri: 120204.0 , Yaklaşım verisi : 120927.302019849
51.GÜN | Gerçek veri: 122392.0 , Yaklaşım verisi : 123768.589173318
52.GÜN | Gerçek veri: 124375.0 , Yaklaşım verisi : 126463.552767479
53.GÜN | Gerçek veri: 126045.0 , Yaklaşım verisi : 129002.523036989
54.GÜN | Gerçek veri: 127659.0 , Yaklaşım verisi : 131375.830216506
55.GÜN | Gerçek veri: 129491.0 , Yaklaşım verisi : 133573.804540689
56.GÜN | Gerçek veri: 131744.0 , Yaklaşım verisi : 135586.776244197
57.GÜN | Gerçek veri: 133721.0 , Yaklaşım verisi : 137405.075561687
58.GÜN | Gerçek veri: 135569.0 , Yaklaşım verisi : 139019.032727817
59.GÜN | Gerçek veri: 137115.0 , Yaklaşım verisi : 140418.977977246
60.GÜN | Gerçek veri: 138657.0 , Yaklaşım verisi : 141595.241544633
61.GÜN | Gerçek veri: 139771.0 , Yaklaşım verisi : 142538.153664635
62.GÜN | Gerçek veri: 141475.0 , Yaklaşım verisi : 143238.044571911
63.GÜN | Gerçek veri: 143114.0 , Yaklaşım verisi : 143685.244501119
64.GÜN | Gerçek veri: 144749.0 , Yaklaşım verisi : 143870.083686917
65.GÜN | Gerçek veri: 146457.0 , Yaklaşım verisi : 143782.892363964
66.GÜN | Gerçek veri: 148067.0 , Yaklaşım verisi : 143414.000766917
67.GÜN | Gerçek veri: 149435.0 , Yaklaşım verisi : 142753.739130435

(0-67 ARASI VERİLER) **** 4. derece yaklaştırma katsayıları ****
a0=9422.034834581364 | a1=-3286.375494224338 | a2=234.75446013864996 | a3=-3.0077551564099054 | a4=0.010265644113637822 | 
r değeri = 0.998849657406928

1.GÜN | Gerçek veri: 1.0 , Yaklaşım verisi : 6367.41631098338
2.GÜN | Gerçek veri: 5.0 , Yaklaşım verisi : 3764.40389574182
3.GÜN | Gerçek veri: 6.0 , Yaklaşım verisi : 1595.32062110634
4.GÜN | Gerçek veri: 18.0 , Yaklaşım verisi : -157.264105214732
5.GÜN | Gerçek veri: 47.0 , Yaklaşım verisi : -1510.53450005429
6.GÜN | Gerçek veri: 98.0 , Yaklaşım verisi : -2481.42840478653
7.GÜN | Gerçek veri: 191.0 , Yaklaşım verisi : -3086.63728532691
8.GÜN | Gerçek veri: 359.0 , Yaklaşım verisi : -3342.60623213216
9.GÜN | Gerçek veri: 670.0 , Yaklaşım verisi : -3265.53396020028
10.GÜN | Gerçek veri: 947.0 , Yaklaşım verisi : -2871.37280907055
11.GÜN | Gerçek veri: 1236.0 , Yaklaşım verisi : -2175.82874282352
12.GÜN | Gerçek veri: 1529.0 , Yaklaşım verisi : -1194.36135008102
13.GÜN | Gerçek veri: 1872.0 , Yaklaşım verisi : 57.8161559938526
14.GÜN | Gerçek veri: 2433.0 , Yaklaşım verisi : 1565.73693769675
15.GÜN | Gerçek veri: 3629.0 , Yaklaşım verisi : 3314.68053278202
16.GÜN | Gerçek veri: 5698.0 , Yaklaşım verisi : 5290.17285446274
17.GÜN | Gerçek veri: 7402.0 , Yaklaşım verisi : 7477.98619141073
18.GÜN | Gerçek veri: 9217.0 , Yaklaşım verisi : 9864.13920775655
19.GÜN | Gerçek veri: 10827.0 , Yaklaşım verisi : 12434.8969430895
20.GÜN | Gerçek veri: 13531.0 , Yaklaşım verisi : 15176.7708124574
21.GÜN | Gerçek veri: 15679.0 , Yaklaşım verisi : 18076.5186063672
22.GÜN | Gerçek veri: 18315.0 , Yaklaşım verisi : 21121.1444907842
23.GÜN | Gerçek veri: 20921.0 , Yaklaşım verisi : 24297.8990071326
24.GÜN | Gerçek veri: 23934.0 , Yaklaşım verisi : 27594.2790722954
25.GÜN | Gerçek veri: 27069.0 , Yaklaşım verisi : 30998.0279786141
26.GÜN | Gerçek veri: 30217.0 , Yaklaşım verisi : 34497.1353938892
